age,education,balance,subscribed,marital_married,marital_single,default_yes,housing_yes,loan_yes,job_C2,job_C3
0.16176470588235292,1,0.12502637291983965,0,1,0,0,0,0,0,0
0.20588235294117646,2,1.1222808516813458,0,1,0,0,1,1,1,0
0.23529411764705876,3,-0.020143582849240373,0,0,1,0,1,0,0,1
0.16176470588235292,3,0.021713200736352495,0,1,0,0,1,1,0,1
0.5882352941176471,2,-0.4686091212663068,0,1,0,0,1,0,1,0
0.23529411764705876,3,-0.22045819000886338,0,0,1,0,0,0,0,1
0.25,3,-0.3666247358633147,0,1,0,0,1,0,0,0
0.2941176470588235,2,-0.41977620708311514,0,1,0,0,1,0,1,0
0.32352941176470584,3,-0.3951936516439574,0,1,0,0,1,0,0,1
0.3529411764705882,1,-0.49784243043719706,0,1,0,0,1,1,1,0
0.2941176470588235,2,2.645402698823753,0,1,0,0,1,0,1,0
0.3529411764705882,2,-0.380909193753636,0,1,0,0,1,0,0,1
0.25,3,-0.10020298637406483,0,1,0,0,0,0,1,0
0.01470588235294118,2,-0.3018463803141828,1,0,1,0,0,0,0,0
0.1764705882352941,2,-0.34901831102175573,0,1,0,0,1,1,1,0
0.3088235294117647,3,-0.40416296241229877,0,1,0,0,0,1,0,1
0.5441176470588235,2,0.8844280179727388,0,1,0,0,0,0,1,0
0.2647058823529411,3,0.3010906213354287,0,0,1,0,1,0,0,1
0.08823529411764702,1,-0.5420245908886562,0,0,1,0,1,0,1,0
0.1764705882352941,2,-0.4247591575099714,0,1,0,0,0,0,1,0
0.3382352941176471,3,-0.46329397414432677,0,0,0,0,0,0,0,1
0.36764705882352944,2,-0.433396271583189,0,0,1,0,0,0,1,0
0.36764705882352944,2,-0.43771482861979777,0,1,0,0,0,0,0,1
0.1029411764705882,3,-0.28822631581410896,0,1,0,0,0,0,1,0
0.32352941176470584,3,1.4857040361467315,0,1,0,0,0,0,0,1
0.5294117647058824,1,-0.26032179342371375,0,1,0,0,1,0,1,0
0.5441176470588235,2,-0.20816691228928452,0,1,0,0,0,1,0,0
0.5,2,-0.43372846827831274,0,1,0,0,0,1,0,1
0.7205882352941176,2,0.9229628346070942,1,0,0,0,0,0,0,0
0.1764705882352941,2,-0.4118034864001451,0,1,0,0,0,0,1,0
0.5882352941176471,2,-0.45465686007110917,0,1,0,0,0,0,0,1
0.19117647058823528,3,0.3738416975675306,1,0,1,0,1,0,0,1
0.4411764705882353,3,-0.058346202788471954,1,1,0,0,0,0,1,0
0.3382352941176471,2,0.13299909360280973,0,0,0,0,1,0,0,1
0.8676470588235293,1,-0.39253607808296737,1,0,0,0,0,0,0,0
0.19117647058823528,2,0.22534977484721302,1,1,0,0,1,0,1,0
0.20588235294117646,2,0.838584874045661,1,1,0,0,1,0,0,1
0.05882352941176472,3,-0.3480217209363845,0,0,1,0,1,0,1,0
0.27941176470588236,3,3.5081175160601394,0,0,1,0,1,0,0,1
0.25,3,-0.2849043488628714,0,0,1,0,0,0,0,1
0.48529411764705876,2,-0.0975454128130748,0,1,0,0,1,0,1,0
0.19117647058823528,3,-0.33705922999730065,0,1,0,0,1,0,1,0
0.19117647058823528,3,0.2635523947864446,0,0,1,0,1,0,1,0
0.22058823529411764,3,-0.17893360311839426,0,0,1,0,1,0,0,1
0.5294117647058824,1,-0.4204406004733626,0,1,0,0,0,0,1,0
0.1029411764705882,1,-0.4686091212663068,0,1,0,0,1,0,1,0
0.19117647058823528,1,-0.750644115426373,0,0,1,1,1,1,0,1
0.38235294117647056,1,-0.18823511058185935,1,0,0,0,0,0,1,0
0.2647058823529411,2,-0.39286827477809116,0,0,1,0,1,0,1,0
0.27941176470588236,2,-0.45199928651011917,0,0,1,0,0,0,1,0
0.22058823529411764,3,0.04264159252914893,1,1,0,0,1,0,1,0
0.5,2,0.27252170555478594,0,1,0,0,1,0,1,0
0.42647058823529405,2,0.5492415525928721,0,1,0,0,1,0,0,1
0.5588235294117647,2,-0.44136899226615905,0,1,0,0,0,1,0,1
0.20588235294117646,3,0.2472747567253807,0,0,1,0,0,0,0,0
0.25,2,-0.43505725505880777,0,0,1,0,1,1,0,0
0.5147058823529411,2,-0.20816691228928452,0,0,0,0,1,1,1,0
0.32352941176470584,1,-0.6400226159501633,0,1,0,0,0,1,1,0
0.6470588235294118,2,-0.33074749278994936,0,1,0,0,1,0,0,0
0.42647058823529405,3,1.4870328229272265,0,1,0,0,0,0,0,1
0.42647058823529405,2,-0.018482599373621608,0,1,0,0,0,0,1,0
0.5441176470588235,2,5.136545715556776,0,1,0,0,0,0,0,1
0.47058823529411764,2,-0.40117319215618497,0,0,0,0,1,0,1,0
0.1764705882352941,2,-0.3563266383144783,0,1,0,0,1,0,1,0
0.14705882352941174,2,-0.32111378863136053,0,1,0,0,1,0,1,0
0.32352941176470584,2,-0.4686091212663068,0,1,0,0,0,1,0,1
0.19117647058823528,3,-0.34901831102175573,0,0,1,0,0,0,1,0
0.2647058823529411,3,-0.4686091212663068,1,1,0,0,0,0,0,1
0.3382352941176471,3,-0.4679447278760593,0,0,0,1,1,0,0,1
0.1764705882352941,3,1.6069558298669013,0,0,1,0,1,0,0,1
0.32352941176470584,3,-0.3317440828753206,0,1,0,0,1,0,1,0
0.5441176470588235,2,-0.3543334581437358,0,1,0,0,1,0,0,0
0.5147058823529411,3,0.6017286304224251,0,0,0,0,0,0,0,1
0.32352941176470584,2,-0.4108068963147738,0,0,0,0,1,0,1,0
0.3088235294117647,2,-0.27228087444816884,0,0,1,0,0,1,1,0
0.4558823529411764,1,-0.33971680355829065,0,0,0,0,0,0,1,0
0.3088235294117647,2,-0.3958580450342049,0,1,0,0,1,0,0,0
0.11764705882352938,2,-0.3187884117654942,1,0,0,0,1,0,0,1
0.6029411764705882,1,-0.46694813779068806,0,1,0,0,0,0,0,0
0.13235294117647056,2,-0.4098103062294025,0,0,1,0,1,1,0,1
0.48529411764705876,2,-0.2503558925700011,1,1,0,0,0,0,1,0
0.2647058823529411,3,-0.031770467178571724,1,1,0,0,0,0,0,1
0.47058823529411764,1,0.018391233785114966,0,1,0,0,1,0,1,0
0.32352941176470584,2,-0.176608226252528,0,0,1,0,0,1,1,0
0.23529411764705876,1,-0.3712754895950472,0,0,1,0,1,0,1,0
0.27941176470588236,2,-0.32775772253383556,0,1,0,0,1,0,0,1
0.22058823529411764,2,0.1396430275052848,0,1,0,0,1,0,1,0
0.2941176470588235,1,-0.4317352881075702,0,1,0,0,0,0,1,0
0.22058823529411764,1,-0.31745962498499924,0,1,0,0,1,0,1,0
0.11764705882352938,2,-0.5333874768154386,1,0,1,0,1,0,1,0
0.19117647058823528,3,0.7326141283011838,0,0,1,0,0,0,0,1
0.5588235294117647,2,4.213038903112743,0,1,0,0,0,0,1,0
0.32352941176470584,3,1.3338901464751765,0,1,0,0,1,0,0,1
0.16176470588235292,3,-0.3819057838390073,0,0,1,0,0,0,0,1
0.25,2,0.4758260829705227,0,0,0,0,0,0,1,0
0.1764705882352941,1,-0.3337372630460631,1,0,1,0,0,0,0,0
0.25,2,-0.4686091212663068,0,1,0,0,1,0,1,0
0.27941176470588236,3,-0.3048361505702966,0,0,1,0,1,0,0,1
0.4411764705882353,2,1.5232422626957156,0,1,0,0,0,0,1,0
0.5588235294117647,1,0.786097796216108,0,0,1,0,1,0,1,0
0.22058823529411764,2,-0.2945380530214603,0,0,1,0,0,0,0,1
0.19117647058823528,3,-0.27792821826527264,0,0,1,0,1,0,0,1
0.2647058823529411,2,-0.32676113244846433,0,1,0,0,1,1,1,0
0.20588235294117646,3,-0.30815811752153416,0,1,0,0,1,0,0,0
0.5441176470588235,1,0.6578698718983393,1,1,0,0,0,0,0,0
0.11764705882352938,1,-0.4686091212663068,0,1,0,0,1,0,1,0
0.02941176470588236,2,0.35789625620159043,1,0,1,0,0,0,0,0
0.5735294117647058,3,0.03533326523642637,0,1,0,0,1,0,0,1
0.19117647058823528,2,-0.3965224384244524,0,1,0,0,1,1,0,0
0.20588235294117646,2,-0.46130079397358426,0,0,1,0,0,0,1,0
0.08823529411764702,2,-0.35865201518034456,1,0,1,0,0,0,0,0
0.08823529411764702,2,-0.3008497902288116,1,0,1,0,0,1,1,0
0.16176470588235292,2,0.13200250351743847,0,1,0,0,1,0,1,0
0.04411764705882354,2,0.8970514923874414,0,0,1,0,0,1,0,1
0.2941176470588235,1,-0.4513348931198716,0,1,0,0,0,0,1,0
0.3970588235294118,3,-0.46030420388821297,0,0,0,0,0,0,0,1
0.1764705882352941,2,0.1592426325175862,0,0,0,0,1,0,0,1
0.38235294117647056,1,-0.32941870600945433,0,1,0,0,0,0,1,0
0.19117647058823528,2,0.4259965787019598,0,1,0,0,1,0,1,0
0.25,2,-0.5453465578398937,0,1,0,0,0,1,1,0
0.47058823529411764,3,-0.4868799394981132,0,0,1,1,1,0,0,1
0.22058823529411764,3,-0.31513424811913293,1,0,1,0,0,0,0,0
0.07352941176470584,2,-0.4290777145465802,0,0,1,0,0,0,0,0
0.38235294117647056,2,-0.2739418579237876,0,0,1,0,0,1,1,0
0.19117647058823528,2,-0.39286827477809116,0,0,1,0,0,0,1,0
0.8529411764705882,3,1.0790952813152581,1,0,0,0,0,0,0,0
0.32352941176470584,1,-0.4128000764855163,0,1,0,0,1,0,1,0
0.2647058823529411,1,-0.4686091212663068,0,1,0,0,1,0,1,0
0.11764705882352938,2,-0.2131498627161408,0,0,1,0,1,0,1,0
0.20588235294117646,3,-0.4686091212663068,0,0,1,0,0,0,0,1
0.14705882352941174,2,-0.32642893575334053,0,0,1,0,1,1,0,1
0.22058823529411764,3,-0.4686091212663068,0,0,1,0,0,0,0,1
0.48529411764705876,3,-0.7908399155363471,1,1,0,0,1,0,0,1
0.19117647058823528,3,-0.15368665428898903,0,0,0,0,0,0,0,1
0.19117647058823528,3,-0.4686091212663068,0,0,1,0,1,0,0,1
0.1764705882352941,3,-0.17826920972814675,0,0,1,0,1,0,0,1
0.3382352941176471,2,-0.3613095887413346,0,1,0,0,1,1,0,1
0.23529411764705876,3,-0.433396271583189,0,1,0,0,0,1,0,1
0.5441176470588235,1,0.16455777963956625,0,1,0,0,0,1,0,0
0.42647058823529405,2,-0.08591852848374344,0,1,0,0,1,0,1,0
0.3970588235294118,2,-0.409145912839155,0,1,0,0,1,0,0,1
0.25,3,-0.321778182021608,0,0,1,0,1,1,0,1
0.38235294117647056,1,-0.5513260983521213,0,0,0,1,1,1,0,0
0.5294117647058824,2,2.2235128960165866,0,1,0,0,0,0,0,1
0.2941176470588235,2,-0.3021785770093066,0,1,0,0,0,0,1,0
0.23529411764705876,2,-0.36629253916819093,0,0,0,0,0,0,1,0
0.5294117647058824,2,-0.26862671080180756,1,1,0,0,0,0,0,1
0.5294117647058824,2,-0.3779194234975223,0,1,0,0,1,0,1,0
0.11764705882352938,2,-0.45199928651011917,0,0,1,0,0,0,0,0
0.22058823529411764,2,0.07652565543177173,0,1,0,0,1,0,1,0
0.22058823529411764,3,-0.46196518736383174,0,1,0,0,0,0,1,0
0.08823529411764702,2,1.0561737093517192,0,0,1,0,1,0,0,1
0.32352941176470584,2,-0.5536514752179875,0,0,1,0,0,1,0,1
0.3529411764705882,2,-0.14372075343527646,0,1,0,0,1,1,1,0
0.13235294117647056,3,-0.4420333856564066,1,0,1,0,0,0,0,1
0.1764705882352941,2,0.2303327252740693,0,0,1,0,1,0,0,1
0.8676470588235293,2,-0.3028429703995541,0,1,0,0,0,0,1,0
0.38235294117647056,2,-0.04705151515426436,0,0,0,0,1,0,1,0
0.42647058823529405,3,-0.3656281457779434,0,1,0,0,0,0,1,0
0.19117647058823528,2,-0.08890829873985723,0,0,1,0,1,1,1,0
0.3382352941176471,2,0.5213370302024769,0,1,0,0,0,0,1,0
0.2647058823529411,3,-0.45631784354672794,0,0,1,0,0,0,0,1
0.3088235294117647,2,-0.31513424811913293,0,0,1,0,1,1,0,1
0.19117647058823528,2,-0.12611432859371755,0,1,0,0,1,0,0,1
0.3382352941176471,3,2.5241509051035833,0,1,0,0,0,0,0,1
0.3529411764705882,2,-0.623080584498852,0,1,0,0,1,1,0,1
0.36764705882352944,2,1.252501956169857,0,1,0,0,1,1,0,1
0.2647058823529411,2,-0.4101425029245263,0,1,0,0,1,0,0,1
0.2647058823529411,3,-0.4686091212663068,0,1,0,0,1,0,0,1
0.13235294117647056,3,-0.4114712897050213,0,0,1,0,1,1,1,0
0.19117647058823528,2,-0.4686091212663068,0,0,1,0,0,1,1,0
0.22058823529411764,2,1.8497916140023647,0,0,1,0,1,0,0,1
0.3088235294117647,2,-0.4666159410955643,0,0,0,0,0,0,0,1
0.22058823529411764,2,-0.48920531636397946,0,1,0,0,1,0,1,0
0.22058823529411764,3,0.18648276151773394,0,1,0,0,1,0,0,0
0.22058823529411764,3,-0.16996429235005295,0,1,0,0,1,0,0,1
0.2647058823529411,2,-0.461632990668708,0,0,1,0,1,0,1,0
0.25,2,-0.4609685972784605,0,1,0,0,1,0,1,0
0.5441176470588235,2,-0.8692383355855529,1,1,0,0,1,0,0,0
0.4411764705882353,1,-0.4686091212663068,0,1,0,0,1,1,1,0
0.20588235294117646,2,-0.39718683181469994,0,1,0,0,1,0,0,0
0.16176470588235292,3,-0.012835255556517808,0,0,1,0,0,0,0,1
0.25,2,0.1894725317738477,0,1,0,0,0,0,1,0
0.05882352941176472,2,2.5929156209942,0,0,1,0,0,0,0,0
0.5588235294117647,2,-0.45565345015648046,0,0,0,0,1,0,0,0
0.11764705882352938,2,1.3794010937071306,0,0,1,0,1,0,1,0
0.27941176470588236,2,-0.46827692457118303,0,1,0,0,0,1,1,0
0.3382352941176471,3,-0.20883130567953204,0,1,0,0,0,0,1,0
0.823529411764706,2,0.7841046160453654,1,1,0,0,0,0,0,0
0.22058823529411764,3,-0.13906999970354392,0,0,1,0,1,0,1,0
0.42647058823529405,2,0.03832303549254014,0,1,0,0,0,0,1,0
0.23529411764705876,3,0.41436969437262844,1,0,1,0,1,0,1,0
0.2941176470588235,3,-0.031770467178571724,0,0,0,0,1,0,0,1
0.14705882352941174,3,-0.31745962498499924,1,0,1,0,0,0,1,0
0.38235294117647056,3,-0.4686091212663068,0,0,1,0,1,0,1,0
0.3382352941176471,2,0.20575016983491162,0,1,0,0,1,1,1,0
0.14705882352941174,2,0.0625733942365741,0,1,0,0,1,0,1,0
0.27941176470588236,2,-0.5337196735105624,0,0,1,0,1,0,1,0
0.5441176470588235,2,-0.02579092666634417,0,1,0,0,0,0,0,0
0.25,2,2.5706584424209087,0,0,1,0,1,0,1,0
0.08823529411764702,2,-0.5848779645596203,0,0,1,0,1,0,1,0
0.27941176470588236,3,-0.32510014897284556,0,1,0,0,1,0,1,0
0.5588235294117647,2,3.3496596924861093,0,1,0,0,0,0,0,0
0.1764705882352941,3,-0.5526548851326163,0,1,0,1,0,0,0,1
0.3382352941176471,3,-0.3450319506802707,1,1,0,0,1,0,0,1
0.38235294117647056,2,-0.0002117811418151965,0,1,0,0,0,0,1,0
0.16176470588235292,2,-0.14471734352064772,0,1,0,0,1,0,1,0
0.4411764705882353,1,-0.36728912925356216,0,1,0,0,1,1,1,0
0.4411764705882353,2,-0.3357304432168056,0,1,0,0,0,0,1,0
0.5,3,-0.47591744855902934,0,1,0,0,1,0,0,0
0.2647058823529411,2,0.8701435600824174,0,1,0,0,1,0,1,0
0.4411764705882353,1,-0.34735732754613696,0,1,0,0,0,0,1,0
0.32352941176470584,1,-0.4008409954610612,0,1,0,0,0,0,0,0
0.5147058823529411,1,0.09313549018795937,0,1,0,0,1,0,0,1
0.19117647058823528,2,-0.3337372630460631,0,0,1,0,1,0,1,0
0.20588235294117646,2,-0.5363772470715524,0,1,0,0,0,0,1,0
0.20588235294117646,2,-0.34935050771687953,0,1,0,0,1,0,1,0
0.25,1,-0.4277489277660852,0,1,0,0,1,0,1,0
0.23529411764705876,3,-0.4686091212663068,0,1,0,0,1,1,1,0
0.3088235294117647,3,0.7176652770206149,0,1,0,0,0,0,0,1
0.36764705882352944,2,-0.45764663032722297,0,0,1,0,1,0,1,0
0.38235294117647056,2,-0.4686091212663068,0,0,1,0,1,0,1,0
0.16176470588235292,2,0.5598718468368322,0,0,1,0,0,0,0,0
0.42647058823529405,2,-0.46196518736383174,0,0,0,1,0,0,1,0
0.20588235294117646,2,0.7193262604962336,0,1,0,0,1,0,1,0
0.5588235294117647,1,1.8840078736001113,0,1,0,0,0,0,1,0
0.47058823529411764,3,0.07420027856590546,0,1,0,0,1,0,0,0
0.22058823529411764,2,-0.46827692457118303,0,0,1,0,1,0,0,1
0.4558823529411764,3,0.8641640195701898,0,1,0,0,0,0,0,0
0.36764705882352944,3,0.7811148457892516,0,1,0,0,0,0,0,1
0.11764705882352938,2,-0.5506617049618737,0,1,0,0,1,1,0,1
0.4558823529411764,2,-0.2672979240213125,0,1,0,0,1,0,1,0
0.25,3,-0.4686091212663068,0,1,0,0,1,0,0,1
0.3382352941176471,2,-0.5313942966446961,0,1,0,0,1,0,0,1
0.19117647058823528,2,-0.4686091212663068,0,0,1,0,0,0,0,0
0.3382352941176471,3,-0.3078259208264104,0,1,0,0,1,0,0,1
0.3529411764705882,2,-0.4686091212663068,0,1,0,0,0,1,1,0
0.1764705882352941,3,-0.3373914266924244,0,1,0,0,1,0,0,1
0.19117647058823528,3,0.3117209155793888,0,1,0,0,0,0,0,1
0.5294117647058824,1,-0.33240847626556813,0,0,0,0,0,1,1,0
0.5735294117647058,1,0.6611918388495769,0,1,0,0,1,0,0,0
0.3970588235294118,1,-0.3948614549488337,0,1,0,0,0,0,1,0
0.5294117647058824,2,-0.14006658978891517,0,1,0,0,1,1,1,0
0.22058823529411764,3,-0.33074749278994936,0,1,0,0,0,1,0,1
0.13235294117647056,2,-0.46329397414432677,0,0,1,0,0,0,0,0
0.3382352941176471,3,1.9198851166734767,0,0,0,0,1,0,1,0
0.14705882352941174,2,-0.3084903142166579,1,0,1,0,0,1,1,0
0.5147058823529411,2,-0.39918001198544245,0,1,0,0,1,1,1,0
0.19117647058823528,2,-0.4686091212663068,0,0,1,0,0,0,1,0
0.2941176470588235,3,1.4591283005368314,0,0,1,0,0,0,1,0
0.5,3,-0.261318383509085,0,1,0,0,0,1,0,1
0.5735294117647058,3,-0.17527943947203298,0,1,0,0,0,0,1,0
0.3088235294117647,2,0.03500106854130261,0,1,0,0,1,1,0,0
0.14705882352941174,2,-0.17893360311839426,0,0,1,0,1,0,0,0
0.20588235294117646,3,-0.7968194560485746,0,1,0,0,1,1,1,0
0.27941176470588236,2,-0.16896770226468166,0,0,1,0,1,0,0,1
0.5441176470588235,2,-0.13408704927668763,0,0,0,0,0,0,1,0
0.3088235294117647,2,-0.4686091212663068,0,1,0,0,1,0,1,0
0.07352941176470584,2,-0.4108068963147738,1,0,1,0,1,1,1,0
0.3970588235294118,2,3.5795398055117467,0,1,0,0,0,0,0,1
0.23529411764705876,2,-0.2945380530214603,0,1,0,0,1,0,0,0
0.23529411764705876,3,-0.4686091212663068,0,0,1,0,1,0,1,0
0.22058823529411764,2,-0.4672803344858118,0,1,0,0,1,0,1,0
0.23529411764705876,3,3.2583056013270775,0,1,0,0,0,0,1,0
0.27941176470588236,3,-0.4686091212663068,0,0,1,0,0,0,1,0
0.4558823529411764,1,1.4501589897684901,0,1,0,0,0,0,1,0
0.47058823529411764,1,-0.45631784354672794,0,0,0,0,1,0,1,0
0.5882352941176471,3,-0.2716164810579213,0,1,0,0,0,0,0,0
0.19117647058823528,2,-0.08724731526423846,0,1,0,0,1,0,1,0
0.2647058823529411,2,0.7143433100693773,0,0,1,0,1,0,1,0
0.3382352941176471,2,-0.4476807294735104,0,0,0,0,0,0,0,1
0.3088235294117647,2,-0.38223798053413105,0,1,0,0,0,0,0,0
0.13235294117647056,3,0.28514517996948857,0,0,1,0,1,0,1,0
0.4117647058823529,2,-0.11648062443512872,0,1,0,0,1,0,0,1
0.11764705882352938,2,-0.5416923941935324,0,1,0,0,1,0,0,0
0.32352941176470584,3,-0.4523314832052429,0,1,0,0,1,0,0,1
0.22058823529411764,3,-0.4456875493027678,1,1,0,0,0,1,0,1
0.4558823529411764,1,0.8960549023020702,1,1,0,0,1,0,1,0
0.4117647058823529,2,-0.3091547076069054,0,1,0,0,1,0,1,0
0.5,2,1.1903811741817152,0,1,0,0,0,0,1,0
0.5,2,-0.4686091212663068,0,0,0,0,1,1,1,0
0.4117647058823529,3,0.7542069134842276,0,1,0,0,0,0,0,1
0.14705882352941174,3,-0.3187884117654942,0,1,0,0,0,0,0,1
0.38235294117647056,1,-0.571922293449794,1,0,0,0,1,0,1,0
0.27941176470588236,2,-0.2716164810579213,1,1,0,0,1,1,0,1
0.19117647058823528,2,-0.21647182966737835,1,1,0,0,1,0,1,0
0.7499999999999999,1,1.0365741043394177,0,0,0,0,0,0,0,0
0.676470588235294,1,0.14263279776139856,0,0,0,0,0,0,0,0
0.5441176470588235,2,-0.35400126144861205,0,1,0,0,1,0,1,0
0.23529411764705876,2,-0.0410719746420368,0,1,0,0,1,0,1,0
0.5441176470588235,2,-0.4005087987659375,0,1,0,0,0,1,1,0
0.4411764705882353,2,-0.24038999171628855,1,1,0,0,1,0,0,1
0.27941176470588236,1,-0.08757951195936221,0,1,0,0,1,1,0,0
0.23529411764705876,3,0.9551859140340981,0,1,0,0,1,0,0,1
0.27941176470588236,3,-0.26763012071643627,0,1,0,0,0,0,0,1
0.4411764705882353,2,2.370011638566162,0,1,0,0,1,1,1,0
0.3529411764705882,1,-0.4679447278760593,0,0,1,0,1,0,1,0
0.3529411764705882,3,-0.4679447278760593,0,1,0,0,0,1,0,1
0.08823529411764702,3,-0.21613963297225458,1,0,1,0,1,0,0,1
0.16176470588235292,1,-0.031106073788324216,0,1,0,0,1,0,1,0
0.3970588235294118,2,-0.4081493227537838,0,1,0,0,0,0,1,0
0.4558823529411764,1,-0.376922833412151,0,1,0,0,0,1,0,1
0.23529411764705876,2,0.5183472599463631,1,1,0,0,0,0,0,1
0.1029411764705882,2,-0.1151518376546337,0,0,1,0,0,0,0,0
0.2647058823529411,2,-0.49086629983959823,0,1,0,0,0,0,1,0
0.6029411764705882,3,-0.409145912839155,0,0,1,0,0,1,0,0
0.27941176470588236,3,-0.07030528381292706,1,1,0,0,0,0,0,1
0.4117647058823529,1,-0.3975190285098237,0,1,0,0,1,1,1,0
0.20588235294117646,2,1.756776539367714,0,1,0,0,0,0,1,0
0.47058823529411764,2,0.11605706215149832,0,1,0,0,0,1,0,0
0.23529411764705876,3,-0.4204406004733626,1,0,1,0,1,0,0,1
0.23529411764705876,2,-0.14372075343527646,1,1,0,0,0,0,0,0
0.42647058823529405,2,-0.08658292187399096,0,0,1,0,1,0,0,1
0.2647058823529411,2,-0.4284133211563327,0,1,0,0,0,0,0,1
0.14705882352941174,3,-0.19355025770383938,0,0,1,0,1,0,1,0
0.22058823529411764,2,-0.3875531276561111,0,1,0,0,1,0,0,1
0.19117647058823528,1,-0.39286827477809116,1,1,0,0,1,0,1,0
0.16176470588235292,3,-0.32775772253383556,1,0,1,0,0,0,0,1
0.4117647058823529,3,-0.32011719854598925,0,0,0,0,0,1,0,1
